"source_file","nim","nama_mahasiswa","jenis_kelamin","angkatan","status","kode_prodi","extract_ts","row_hash"
dummy_mhs.csv,23000742,Mahasiswa 7048,L,2023,Aktif,P12,2025-12-06 21:36:41.563,
dummy_mhs.csv,20000596,Mahasiswa 596,P,2020,Aktif,P18,2025-12-06 21:36:41.563,
dummy_mhs.csv,20000485,Mahasiswa 485,L,2020,Aktif,P16,2025-12-06 21:36:41.563,
dummy_mhs.csv,22001024,Mahasiswa 5228,P,2022,Cuti,P07,2025-12-06 21:36:41.563,
dummy_mhs.csv,21001354,Mahasiswa 3456,P,2021,Aktif,P12,2025-12-06 21:36:41.563,
dummy_mhs.csv,21000851,Mahasiswa 2953,P,2021,Aktif,P04,2025-12-06 21:36:41.563,
dummy_mhs.csv,22000544,Mahasiswa 4748,L,2022,Cuti,P15,2025-12-06 21:36:41.563,
dummy_mhs.csv,23001175,Mahasiswa 7481,P,2023,Lulus,P04,2025-12-06 21:36:41.563,
dummy_mhs.csv,23001433,Mahasiswa 7739,L,2023,Lulus,P20,2025-12-06 21:36:41.563,
dummy_mhs.csv,23000825,Mahasiswa 7131,L,2023,Cuti,P04,2025-12-06 21:36:41.563,
dummy_mhs.csv,23001513,Mahasiswa 7819,L,2023,Cuti,P14,2025-12-06 21:36:41.563,
dummy_mhs.csv,21001604,Mahasiswa 3706,L,2021,Aktif,P07,2025-12-06 21:36:41.563,
dummy_mhs.csv,20000387,Mahasiswa 387,L,2020,Aktif,P03,2025-12-06 21:36:41.563,
dummy_mhs.csv,22001562,Mahasiswa 5766,P,2022,Aktif,P08,2025-12-06 21:36:41.563,
dummy_mhs.csv,22000237,Mahasiswa 4441,L,2022,Aktif,P18,2025-12-06 21:36:41.563,
dummy_mhs.csv,20001164,Mahasiswa 1164,L,2020,Aktif,P09,2025-12-06 21:36:41.563,
dummy_mhs.csv,23002015,Mahasiswa 8321,P,2023,Aktif,P12,2025-12-06 21:36:41.563,
dummy_mhs.csv,22000331,Mahasiswa 4535,P,2022,Aktif,P11,2025-12-06 21:36:41.563,
dummy_mhs.csv,21000779,Mahasiswa 2881,P,2021,Cuti,P07,2025-12-06 21:36:41.563,
dummy_mhs.csv,23000371,Mahasiswa 6677,P,2023,Aktif,P06,2025-12-06 21:36:41.563,
dummy_mhs.csv,23000624,Mahasiswa 6930,P,2023,Aktif,P21,2025-12-06 21:36:41.563,
dummy_mhs.csv,21000469,Mahasiswa 2571,L,2021,Aktif,P13,2025-12-06 21:36:41.563,
dummy_mhs.csv,22001743,Mahasiswa 5947,P,2022,Aktif,P15,2025-12-06 21:36:41.563,
dummy_mhs.csv,22000207,Mahasiswa 4411,P,2022,Aktif,P16,2025-12-06 21:36:41.563,
dummy_mhs.csv,20000536,Mahasiswa 536,L,2020,Aktif,P15,2025-12-06 21:36:41.563,
dummy_mhs.csv,20001659,Mahasiswa 1659,P,2020,Aktif,P07,2025-12-06 21:36:41.563,
dummy_mhs.csv,23000405,Mahasiswa 6711,L,2023,Cuti,P17,2025-12-06 21:36:41.563,
dummy_mhs.csv,23000434,Mahasiswa 6740,L,2023,Aktif,P16,2025-12-06 21:36:41.563,
dummy_mhs.csv,21002010,Mahasiswa 4112,L,2021,Aktif,P06,2025-12-06 21:36:41.563,
dummy_mhs.csv,20001268,Mahasiswa 1268,L,2020,Aktif,P12,2025-12-06 21:36:41.563,
dummy_mhs.csv,21001633,Mahasiswa 3735,L,2021,Aktif,P08,2025-12-06 21:36:41.563,
dummy_mhs.csv,22001965,Mahasiswa 6169,P,2022,Aktif,P09,2025-12-06 21:36:41.563,
dummy_mhs.csv,21001594,Mahasiswa 3696,L,2021,Aktif,P05,2025-12-06 21:36:41.563,
dummy_mhs.csv,20002056,Mahasiswa 2056,P,2020,Aktif,P05,2025-12-06 21:36:41.563,
dummy_mhs.csv,23001099,Mahasiswa 7405,P,2023,Aktif,P01,2025-12-06 21:36:41.563,
dummy_mhs.csv,20000564,Mahasiswa 564,P,2020,Aktif,P19,2025-12-06 21:36:41.563,
dummy_mhs.csv,23000483,Mahasiswa 6789,P,2023,Aktif,P07,2025-12-06 21:36:41.563,
dummy_mhs.csv,24001771,Mahasiswa 10179,L,2024,Aktif,P13,2025-12-06 21:36:41.563,
dummy_mhs.csv,24001675,Mahasiswa 10083,L,2024,Aktif,P11,2025-12-06 21:36:41.563,
dummy_mhs.csv,20000400,Mahasiswa 400,L,2020,Aktif,P17,2025-12-06 21:36:41.563,
dummy_mhs.csv,22000620,Mahasiswa 4824,L,2022,Cuti,P07,2025-12-06 21:36:41.563,
dummy_mhs.csv,21001667,Mahasiswa 3769,P,2021,Aktif,P04,2025-12-06 21:36:41.563,
dummy_mhs.csv,24001382,Mahasiswa 9790,P,2024,Cuti,P17,2025-12-06 21:36:41.563,
dummy_mhs.csv,23001542,Mahasiswa 7848,L,2023,Aktif,P12,2025-12-06 21:36:41.563,
dummy_mhs.csv,21000167,Mahasiswa 2269,L,2021,Aktif,P06,2025-12-06 21:36:41.563,
dummy_mhs.csv,21000855,Mahasiswa 2957,L,2021,Aktif,P08,2025-12-06 21:36:41.563,
dummy_mhs.csv,21001507,Mahasiswa 3609,L,2021,Aktif,P12,2025-12-06 21:36:41.563,
