"sk_mahasiswa","nim","nama_mahasiswa","jenis_kelamin","angkatan","status","sk_prodi","created_date","updated_date","is_current","valid_from","valid_to"
3048,21000946,Mahasiswa 3048,L,2021,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3049,21000947,Mahasiswa 3049,L,2021,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3050,21000948,Mahasiswa 3050,L,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3051,21000949,Mahasiswa 3051,L,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3052,21000950,Mahasiswa 3052,L,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3053,21000951,Mahasiswa 3053,P,2021,Cuti,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3054,21000952,Mahasiswa 3054,L,2021,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3055,21000953,Mahasiswa 3055,P,2021,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3056,21000954,Mahasiswa 3056,L,2021,Lulus,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3057,21000955,Mahasiswa 3057,L,2021,Cuti,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3058,21000956,Mahasiswa 3058,L,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3059,21000957,Mahasiswa 3059,L,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3060,21000958,Mahasiswa 3060,P,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3061,21000959,Mahasiswa 3061,L,2021,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3062,21000960,Mahasiswa 3062,L,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3063,21000961,Mahasiswa 3063,P,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3064,21000962,Mahasiswa 3064,P,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3065,21000963,Mahasiswa 3065,L,2021,Lulus,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3066,21000964,Mahasiswa 3066,P,2021,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3067,21000965,Mahasiswa 3067,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3068,21000966,Mahasiswa 3068,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3069,21000967,Mahasiswa 3069,L,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3070,21000968,Mahasiswa 3070,L,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3071,21000969,Mahasiswa 3071,L,2021,Cuti,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3072,21000970,Mahasiswa 3072,P,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3073,21000971,Mahasiswa 3073,L,2021,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3074,21000972,Mahasiswa 3074,P,2021,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3075,21000973,Mahasiswa 3075,L,2021,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3076,21000974,Mahasiswa 3076,L,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3077,21000975,Mahasiswa 3077,P,2021,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3078,21000976,Mahasiswa 3078,L,2021,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3079,21000977,Mahasiswa 3079,P,2021,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3080,21000978,Mahasiswa 3080,P,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3081,21000979,Mahasiswa 3081,L,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3082,21000980,Mahasiswa 3082,P,2021,Cuti,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3083,21000981,Mahasiswa 3083,L,2021,Lulus,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3084,21000982,Mahasiswa 3084,L,2021,Cuti,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3085,21000983,Mahasiswa 3085,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3086,21000984,Mahasiswa 3086,L,2021,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3087,21000985,Mahasiswa 3087,P,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3088,21000986,Mahasiswa 3088,L,2021,Lulus,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3089,21000987,Mahasiswa 3089,L,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3090,21000988,Mahasiswa 3090,L,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3091,21000989,Mahasiswa 3091,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3092,21000990,Mahasiswa 3092,L,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3093,21000991,Mahasiswa 3093,P,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3094,21000992,Mahasiswa 3094,P,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3095,21000993,Mahasiswa 3095,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3096,21000994,Mahasiswa 3096,P,2021,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3097,21000995,Mahasiswa 3097,P,2021,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3098,21000996,Mahasiswa 3098,P,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3099,21000997,Mahasiswa 3099,L,2021,Lulus,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3100,21000998,Mahasiswa 3100,L,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3101,21000999,Mahasiswa 3101,P,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3102,21001000,Mahasiswa 3102,P,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3103,21001001,Mahasiswa 3103,L,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3104,21001002,Mahasiswa 3104,L,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3105,21001003,Mahasiswa 3105,L,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3106,21001004,Mahasiswa 3106,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3107,21001005,Mahasiswa 3107,P,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3108,21001006,Mahasiswa 3108,P,2021,Cuti,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3109,21001007,Mahasiswa 3109,L,2021,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3110,21001008,Mahasiswa 3110,L,2021,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3111,21001009,Mahasiswa 3111,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3112,21001010,Mahasiswa 3112,P,2021,Cuti,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3113,21001011,Mahasiswa 3113,L,2021,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3114,21001012,Mahasiswa 3114,L,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3115,21001013,Mahasiswa 3115,L,2021,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3116,21001014,Mahasiswa 3116,L,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3117,21001015,Mahasiswa 3117,P,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3118,21001016,Mahasiswa 3118,L,2021,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3119,21001017,Mahasiswa 3119,L,2021,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3120,21001018,Mahasiswa 3120,L,2021,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3121,21001019,Mahasiswa 3121,P,2021,Lulus,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3122,21001020,Mahasiswa 3122,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3123,21001021,Mahasiswa 3123,L,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3124,21001022,Mahasiswa 3124,L,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3125,21001023,Mahasiswa 3125,L,2021,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3126,21001024,Mahasiswa 3126,P,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3127,21001025,Mahasiswa 3127,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3128,21001026,Mahasiswa 3128,P,2021,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3129,21001027,Mahasiswa 3129,L,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3130,21001028,Mahasiswa 3130,P,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3131,21001029,Mahasiswa 3131,L,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3132,21001030,Mahasiswa 3132,L,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3133,21001031,Mahasiswa 3133,L,2021,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3134,21001032,Mahasiswa 3134,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3135,21001033,Mahasiswa 3135,L,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3136,21001034,Mahasiswa 3136,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3137,21001035,Mahasiswa 3137,P,2021,Lulus,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3138,21001036,Mahasiswa 3138,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3139,21001037,Mahasiswa 3139,L,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3140,21001038,Mahasiswa 3140,P,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3141,21001039,Mahasiswa 3141,L,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3142,21001040,Mahasiswa 3142,P,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3143,21001041,Mahasiswa 3143,L,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3144,21001042,Mahasiswa 3144,P,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3145,21001043,Mahasiswa 3145,P,2021,Lulus,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3146,21001044,Mahasiswa 3146,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3147,21001045,Mahasiswa 3147,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3148,21001046,Mahasiswa 3148,L,2021,Lulus,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3149,21001047,Mahasiswa 3149,L,2021,Cuti,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3150,21001048,Mahasiswa 3150,P,2021,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3151,21001049,Mahasiswa 3151,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3152,21001050,Mahasiswa 3152,L,2021,Cuti,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3153,21001051,Mahasiswa 3153,L,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3154,21001052,Mahasiswa 3154,L,2021,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3155,21001053,Mahasiswa 3155,L,2021,Cuti,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3156,21001054,Mahasiswa 3156,L,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3157,21001055,Mahasiswa 3157,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3158,21001056,Mahasiswa 3158,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3159,21001057,Mahasiswa 3159,L,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3160,21001058,Mahasiswa 3160,L,2021,Cuti,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3161,21001059,Mahasiswa 3161,P,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3162,21001060,Mahasiswa 3162,L,2021,Cuti,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3163,21001061,Mahasiswa 3163,L,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3164,21001062,Mahasiswa 3164,L,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3165,21001063,Mahasiswa 3165,L,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3166,21001064,Mahasiswa 3166,L,2021,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3167,21001065,Mahasiswa 3167,P,2021,Lulus,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3168,21001066,Mahasiswa 3168,L,2021,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3169,21001067,Mahasiswa 3169,P,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3170,21001068,Mahasiswa 3170,P,2021,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3171,21001069,Mahasiswa 3171,L,2021,Aktif,16,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3172,21001070,Mahasiswa 3172,P,2021,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3173,21001071,Mahasiswa 3173,L,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3174,21001072,Mahasiswa 3174,P,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3175,21001073,Mahasiswa 3175,P,2021,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3176,21001074,Mahasiswa 3176,L,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3177,21001075,Mahasiswa 3177,L,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3178,21001076,Mahasiswa 3178,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3179,21001077,Mahasiswa 3179,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3180,21001078,Mahasiswa 3180,L,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3181,21001079,Mahasiswa 3181,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3182,21001080,Mahasiswa 3182,P,2021,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3183,21001081,Mahasiswa 3183,P,2021,Cuti,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3184,21001082,Mahasiswa 3184,P,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3185,21001083,Mahasiswa 3185,P,2021,Aktif,3,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3186,21001084,Mahasiswa 3186,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3187,21001085,Mahasiswa 3187,P,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3188,21001086,Mahasiswa 3188,L,2021,Aktif,17,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3189,21001087,Mahasiswa 3189,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3190,21001088,Mahasiswa 3190,P,2021,Aktif,19,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3191,21001089,Mahasiswa 3191,P,2021,Aktif,9,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3192,21001090,Mahasiswa 3192,L,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3193,21001091,Mahasiswa 3193,L,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3194,21001092,Mahasiswa 3194,L,2021,Aktif,4,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3195,21001093,Mahasiswa 3195,L,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3196,21001094,Mahasiswa 3196,P,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3197,21001095,Mahasiswa 3197,L,2021,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3198,21001096,Mahasiswa 3198,P,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3199,21001097,Mahasiswa 3199,P,2021,Aktif,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3200,21001098,Mahasiswa 3200,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3201,21001099,Mahasiswa 3201,L,2021,Cuti,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3202,21001100,Mahasiswa 3202,L,2021,Aktif,2,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3203,21001101,Mahasiswa 3203,P,2021,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3204,21001102,Mahasiswa 3204,P,2021,Aktif,1,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3205,21001103,Mahasiswa 3205,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3206,21001104,Mahasiswa 3206,L,2021,Aktif,7,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3207,21001105,Mahasiswa 3207,P,2021,Aktif,18,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3208,21001106,Mahasiswa 3208,L,2021,Aktif,10,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3209,21001107,Mahasiswa 3209,P,2021,Cuti,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3210,21001108,Mahasiswa 3210,P,2021,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3211,21001109,Mahasiswa 3211,P,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3212,21001110,Mahasiswa 3212,L,2021,Cuti,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3213,21001111,Mahasiswa 3213,L,2021,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3214,21001112,Mahasiswa 3214,P,2021,Cuti,8,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3215,21001113,Mahasiswa 3215,L,2021,Aktif,6,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3216,21001114,Mahasiswa 3216,P,2021,Aktif,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3217,21001115,Mahasiswa 3217,L,2021,Lulus,15,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3218,21001116,Mahasiswa 3218,L,2021,Aktif,5,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3219,21001117,Mahasiswa 3219,L,2021,Aktif,13,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3220,21001118,Mahasiswa 3220,P,2021,Aktif,14,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3221,21001119,Mahasiswa 3221,L,2021,Aktif,11,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3222,21001120,Mahasiswa 3222,L,2021,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3223,21001121,Mahasiswa 3223,P,2021,Aktif,21,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3224,21001122,Mahasiswa 3224,P,2021,Aktif,12,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
3225,21001123,Mahasiswa 3225,P,2021,Aktif,20,2025-12-06 21:36:41.540,2025-12-06 21:36:41.540,1,2025-12-06 21:36:41.540,
